topic,subtopic1,subtopic2,subtopic3,fact
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
AP International English Language,Advanced Placement,English Language,International English Language,"The AP International English Language was an AP Examinations course managed by Educational Testing Service (ETS) with the sponsorship of the College Board in New York. It was designed for non-native speakers to prepare for studying in an English-speaking university, particularly in North America.",duplicate
